"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"PUSL1"	158.259756859586	-0.0941387196557829	0.403647413389889	-0.233220173183304	0.815590441782845	0.951054903386638
"INTS11"	1328.85952544575	-0.445296603856578	0.257587295390675	-1.72872114356887	0.0838590153064347	0.456150258522978
"CPTP"	328.873431387411	-0.239056944189777	0.327541950217179	-0.729851379437866	0.465481034564629	0.818980870996764
"TAS1R3"	8.02318882598805	-0.316270228222884	0.87793617013142	-0.360242850201217	0.718665532972727	0.918951906740972
"DVL1"	1183.01968602025	0.471224641577439	0.510303843215082	0.92341973873559	0.355788509177742	0.7519127275814
"MXRA8"	6629.39672490317	1.49415056291982	0.585640435252383	2.55131045088427	0.0107318682769105	0.173451910823607
"AURKAIP1"	771.289130321682	0.257024447619324	0.333344626254689	0.771047220731096	0.440678942834686	0.803196648313164
"CCNL2"	4760.65852679799	-0.0987186932581635	0.273593179130744	-0.360822932690832	0.718231818262106	0.918951906740972
"MRPL20-AS1"	357.62704875808	0.224201662348871	0.234430359152882	0.956367866171549	0.338886413459519	0.73908760702105
"MRPL20"	829.586781995456	0.177773661400596	0.250675105158178	0.709179562479566	0.478213054516218	0.823871526650543
NA	12.2290011101273	-1.19095281049427	1.13483716259466	-1.04944819375786	0.293971887050164	0.707540563729505
"ANKRD65"	244.53368237311	0.687482796904288	0.501492858568253	1.37087255612579	0.170414687824415	0.59299776505141
"ANKRD65-AS1"	11.7947912362458	0.0463680841718221	0.728624425346347	0.0636378394119594	0.949258601297523	0.987062700711549
"TMEM88B"	8.04238835579279	-0.140486798547724	1.00428179020427	-0.139887828215175	0.888748618401644	0.972051429769681
"LINC01770"	33.1117417490749	0.726254163582107	0.507827348860979	1.43012022729978	0.152682515710408	0.572012790626238
"LOC107985729"	14.4830615893133	0.420022673107773	0.508783680134741	0.825542739493017	0.409063528505064	0.784954495089837
"VWA1"	2174.4159372902	0.304214030233573	0.582736938826886	0.522043498471179	0.601640044720172	0.87665280327244
"ATAD3C"	58.9031134364219	0.422063010647527	0.566427791814851	0.745131183085535	0.456192419638346	0.815213156985377
"ATAD3B"	729.412271879139	-0.267630839119013	0.246327619222515	-1.08648327769228	0.277265235295672	0.697203087314923
"ATAD3A"	515.478266013967	-0.0880532054430954	0.251711733694673	-0.349817643185058	0.726475557284485	0.923033610290065
"TMEM240"	20.2148360490121	-0.392371345654206	0.472291410365849	-0.830782303134129	0.406096621708596	0.783805892127311
"SSU72"	1270.762386005	0.230437399173936	0.356610262753129	0.646188355306704	0.518157379946813	0.843284599781848
"FNDC10"	77.4988820956126	0.414808591515829	0.692749167636972	0.598786127640943	0.549315514243612	0.85651545304805
"MIB2"	1036.05784225092	-0.380215114289028	0.336501064402772	-1.12990761251778	0.258515155927454	0.682610641535091
"MMP23B"	89.5386565977916	-2.01796141594787	0.981917860316188	-2.05512242673543	0.0398671812825034	0.325565410572996
"CDK11B"	1110.12423549713	0.0429044867446646	0.281035943142719	0.152665478532318	0.878662085720034	0.969611189408664
"SLC35E2B"	1799.46859889475	-0.442309468201843	0.345273801395074	-1.28103976153041	0.200179700420291	0.628121978243181
"MMP23A"	49.4002038805333	-2.10995792156119	0.867318283782719	-2.43273774001261	0.0149851503974806	0.201780525750026
"CDK11A"	951.960182440358	0.0764447649998227	0.16220681691217	0.471279607448404	0.637441076297498	0.889412257519971
"SLC35E2A"	723.374749776612	-0.235643036122402	0.435856193518217	-0.540644000536734	0.588752983721817	0.871583926576438
"LOC112268218"	106.534927315617	0.100577454236522	0.377856757733969	0.266178789125518	0.79010151776643	0.946105206557972
"NADK"	1497.19396749279	0.151112284061612	0.237669018679092	0.635809769828052	0.524900418848439	0.845347822092962
"GNB1"	6688.86930431949	0.587124392268147	0.274433099682059	2.139408085061	0.0324026327206362	0.29833501766404
"CALML6"	22.0621415441318	-0.062294091424333	1.04507251774871	-0.0596074342845862	0.952468297196681	0.987166321528857
"CFAP74"	15.503238230355	-1.21951256100297	0.865813599213298	-1.40851629278063	0.15897824595759	0.579125268832311
"GABRD"	7.22902150918404	-0.00164131821285379	1.08300681130045	-0.00151551975087112	0.998790790652074	0.999997667857075
"PRKCZ"	1983.37471226086	-3.2211618623582	1.1754815530912	-2.74029129073732	NA	NA
"PRKCZ-AS1"	185.670898585671	-3.02858121953444	1.19946662395207	-2.52493996836336	NA	NA
"FAAP20"	924.823747756252	-0.964598118442622	0.650841521841837	-1.48207833408181	0.138319452939053	0.551221131543396
"LOC112268219"	113.237363720286	-0.234554391007977	0.31757201185511	-0.738586469373728	0.460158142871304	0.817023964498046
"LOC105378593"	8.42203415608528	-0.28356104455367	0.795865592019035	-0.356292629556083	0.721621428414082	0.920258182999928
"SKI"	1564.6576555145	0.335254424507381	0.313540802107694	1.0692529401396	0.284955709602059	0.702309305351386
"MORN1"	100.667591180068	-0.297760120463411	0.457308055174001	-0.651114969645826	0.514972273921437	0.842671925658109
"LOC100129534"	36.4452650021424	-0.47591957749205	0.607436445880271	-0.783488677243209	0.43334020019529	0.79966863887826
"RER1"	2608.00896621668	-0.0575491399578138	0.305622335224536	-0.188301486262558	0.850640320326963	0.961418964808249
"PEX10"	396.310209441129	-0.18365330635231	0.262279617789933	-0.700219513433188	0.483790227113247	0.826566120201833
"PLCH2"	260.325977741088	1.06939776062103	0.920386210322942	1.16190111132348	0.245275635671371	0.672815575868469
"PANK4"	387.904530270973	-0.172452131155324	0.257855878841443	-0.668792706725006	0.503627719762002	0.83787277204774
"TNFRSF14-AS1"	192.163405088008	0.521339095755465	0.693523252220169	0.751725474360819	0.452216167566125	0.812409585027135
"TNFRSF14"	880.806386505035	0.539989898712484	0.700068949820898	0.771338164405994	0.440506516646077	0.802977832724831
"PRXL2B"	198.210330646412	0.234056354380752	0.350810877965874	0.667186706803089	0.504652881128136	0.838371506587098
"MMEL1"	31.7824282846675	0.0119169586485348	0.454475766406742	0.0262213291211429	0.979080803551805	0.994248747442132
"TTC34"	18.8514265430533	-0.633332368228758	0.733094577620976	-0.863916317979101	0.387633862021352	0.772464477726241
"ARHGEF16"	457.987069429739	0.597689964192917	0.939848117002323	0.63594314164215	0.524813482168578	0.845347822092962
"MEGF6"	310.960344055437	0.444705775480156	0.695903680582738	0.639033515540206	0.522801128909739	0.844771013460497
"TPRG1L"	1111.22037311316	0.376694726680082	0.214970291089957	1.75231063218149	0.0797204088108237	0.444558334400143
"WRAP73"	248.101874799541	0.0909188697932525	0.296318440924453	0.306828253785368	0.758974101471288	0.936106629451005
"TP73"	19.1904755408901	-0.323114515267046	0.656805106298967	-0.491948847791036	0.622755505037417	0.883127044222171
"GFOD3P"	536.795161090978	-0.31026333389073	0.284992600928734	-1.08867154052296	0.276298756215508	0.696508092306554
"SMIM1"	21.8338433711894	-0.819101075109821	1.28627788520131	-0.636799469643085	0.524255471606163	0.845347822092962
"LRRC47"	824.70279161894	-0.232936107951843	0.298668212850643	-0.779915966712967	0.435440339630575	0.800865784522127
"CEP104"	845.805303553643	-0.0733336161146274	0.33755255138804	-0.217250960815062	0.828012771937715	0.954685461125064
"DFFB"	200.706045916508	0.583172079126684	0.458470837768579	1.27199383490788	0.203375309755799	0.631723936929692
"C1orf174"	392.019558262988	-0.016932592151263	0.393393634973764	-0.0430423643036122	0.965667763297357	0.990152887285341
"AJAP1"	111.551810767545	1.20292535376746	0.624252018194804	1.92698672764574	0.0539812840074936	0.374905174787844
"NPHP4"	292.298085267602	-0.022727643806533	0.366783430348846	-0.0619647506565846	0.950590902936378	0.98715308721133
"KCNAB2"	491.971787685493	1.15887226261583	0.548446714646467	2.11300793981936	0.0346000883101831	0.305431150733776
"RPL22"	5239.51435919494	-0.0693043355354486	0.299707890854902	-0.231239609133285	0.817128660099528	0.951285795141787
NA	41.0624410282968	-1.04403485122919	0.683013527009579	-1.52857126534559	0.126370763993186	0.532062527361764
"RNF207"	432.104474843271	-1.57707436531728	0.844883641274798	-1.86661723375034	0.0619550591988311	0.400688941125291
"ICMT"	1818.0067419849	-0.0123720173819927	0.284653360912413	-0.0434634509226802	0.96533209891743	0.989972327646376
"GPR153"	425.995283527962	-0.150756722918738	0.504968130862935	-0.298547004661683	0.765285706258269	0.938480436684713
"ACOT7"	445.611464407268	0.983117705996832	0.494419100076337	1.98842986819288	0.0467641681995745	0.350829468035601
"HES2"	1771.7121055755	-0.914940288254352	2.43302222880815	-0.376050936740741	0.706879028430668	0.914489783485451
"ESPN"	119.445889124835	-2.46971755555767	1.01572960519391	-2.43147146930524	0.0150376325930711	0.202092616408112
"TNFRSF25"	332.630991037757	0.621310123159917	0.508818742003089	1.22108340725418	0.22205444141746	0.651377376077971
"PLEKHG5"	1335.33852580419	0.39730991776154	0.414998087325248	0.957377708225809	0.338376645778758	0.738730301318892
"NOL9"	378.72934672552	-0.232033543290788	0.310766719134771	-0.746648624205351	0.455275689215278	0.814389725209558
"ZBTB48"	307.86674585997	-0.135376359492588	0.210850704006481	-0.64204841112803	0.520841750549417	0.844328212943081
"KLHL21"	1066.94344009349	0.511151187102855	0.323108741652131	1.58197882387588	0.113654404794454	0.511039801140029
"LOC107984913"	15.3990791811009	-0.825710813422899	0.779140354279375	-1.05977159171353	0.289248523805076	0.704931157990838
"PHF13"	454.580853377393	-0.105236093611392	0.320057556772098	-0.32880365229535	0.742304102310559	0.929441180359283
"THAP3"	379.890934476866	-0.014330841220159	0.257356500878597	-0.0556847842243522	0.955592921123612	0.987747966138394
"DNAJC11"	815.841624283058	-0.23724785185498	0.247509525839525	-0.958540286682954	0.337790386851417	0.738254229238781
"CAMTA1"	355.262355008125	0.685354574354276	0.438411139697808	1.56326906936417	0.117989320280278	0.518045623433945
"LOC105376689"	18.2851605052195	-0.851827250103002	0.496339195432909	-1.71621999217699	0.0861217854224239	0.45918536920056
"VAMP3"	2920.50194632747	0.591009976771083	0.267376751083998	2.21040151911119	0.0270773084732278	0.273388980925992
"PER3"	361.961235908107	0.188734872007735	0.352428231763145	0.535527108777645	0.59228541724447	0.873227548778584
"UTS2"	56.825017486749	1.09559287384803	1.0702900511727	1.02364108929875	0.306004830018561	0.71644219497196
"TNFRSF9"	22.9157164703244	2.27619881453276	0.758385883805337	3.00137286721574	0.00268765241289418	0.0785818372150965
"PARK7"	2216.23202338838	0.413108652438482	0.294144730271312	1.40444009334262	0.160187838927819	0.58019863350373
"ERRFI1"	3145.34619596991	0.431334071485826	1.01622089047522	0.424449128657571	0.671238297983377	0.90219345332297
"SLC45A1"	32.7936770676159	-0.21140741973724	0.616017652461206	-0.343184028724815	0.731460019127918	0.925395143921833
"RERE"	2040.62878862201	-0.602412976847618	0.418944634725629	-1.43792980483482	0.150453971998458	0.569097826157283
"ENO1"	13244.464919372	0.572888313103018	0.480427191409086	1.19245605441845	0.233082472249579	0.662169505775691
"SLC2A5"	358.782740848891	2.26016214237198	0.779526629585408	2.89940337711625	0.00373873558269169	0.0967835003013523
"GPR157"	488.831959816844	-1.33093220176344	0.798244932061649	-1.66732308381339	NA	NA
"MIR34AHG"	233.887759363248	0.753867769897784	0.488101276184532	1.54449047089313	0.122469557980245	0.52444784658741
"LNCTAM34A"	10.1205283441447	0.168176636704136	0.726022428060044	0.231641103916734	0.816816779362277	0.951285795141787
"H6PD"	4265.80819921487	0.864451313946797	0.50376851837222	1.71596930419554	0.0861676607430623	0.45918536920056
"SPSB1"	1632.90372343943	1.6465896268333	0.710934329207698	2.31609244227711	0.020553221872852	0.238107136413795
"LINC02606"	25.6261526846849	0.0538852768674627	0.783497938474135	0.0687752631135246	0.945168508628819	0.985713852552756
"SLC25A33"	106.901572351863	-0.149170443554246	0.269733118136823	-0.553029767292344	0.580243027067873	0.867692746466974
"TMEM201"	203.075918030463	-0.351204517328545	0.415424769697218	-0.84541063255453	0.397881610062806	0.779871889182872
"PIK3CD"	835.284497237623	0.815502514801222	0.660712007395402	1.23427833257643	0.217099206990058	0.646444105734716
"CLSTN1"	5833.79691574235	0.566800105364745	0.466251429290895	1.21565333585523	0.224117007298283	0.652653173172767
"CTNNBIP1"	357.624385980259	-0.77703681616851	0.269110232741533	-2.88742946803816	0.00388403676486245	0.0982156426718371
"LOC105376717"	47.4112248822596	-0.77616407245154	0.356020167943284	-2.18011265186299	0.0292491121654892	0.283936045369334
"LZIC"	541.053831678768	-0.160265806512007	0.204571967750543	-0.783420173713325	0.433380413323069	0.79966863887826
"NMNAT1"	218.160104980796	-0.476363054413181	0.298889676157454	-1.59377553797554	0.110986318359491	0.505600231483805
"RBP7"	26.49509392585	-0.176421517713008	0.998445458145242	-0.176696199350475	0.859747026381966	0.963810954867171
"UBE4B"	1394.99199296872	-0.650633318536016	0.402930644739271	-1.61475263058492	0.106364275024947	0.498650745810106
"KIF1B"	1710.28589549392	0.362574920811772	0.443092440708881	0.818282794966456	0.413195727973569	0.786209559962465
"PGD"	3569.05459426476	1.30525272009502	0.250185392248108	5.21714200963662	1.81704950128631e-07	7.93364191139407e-05
"CENPS-CORT"	60.160724732416	-0.54850126902819	0.416095532454881	-1.31820994518288	0.187433377223885	0.612149434124817
"CENPS"	60.7187313920839	-0.55015472247858	0.408060147456653	-1.34821968258251	0.177587735843706	0.601674414142733
"DFFA"	889.394918574282	-0.40422119688234	0.305645796683081	-1.32251515076934	0.185996667644847	0.610807709491217
"PEX14"	339.379493370896	-0.256364814629462	0.382233567325818	-0.670701990992159	0.502410394248219	0.837336451453813
"CASZ1"	341.091873396664	-1.62921590451416	1.07218145759324	-1.51953374400944	0.128628200947449	0.536316457596514
"C1orf127"	15.2967690699511	1.04493954870155	0.656245658901085	1.59229936918951	0.111317454627015	0.506053017294438
"TARDBP"	2948.82064354284	0.0148925142692706	0.208851675339315	0.0713066545675308	0.943153699134664	0.985171923476761
"MASP2"	114.359325193681	-0.463541126760376	0.345607984660175	-1.3412338468284	0.179844540379339	0.604609507742089
"SRM"	769.594526782608	0.336807840435589	0.333826091098192	1.00893204401007	0.313007226051204	0.720260629473989
"EXOSC10"	1353.63340067649	0.157080594881597	0.200056796308046	0.785179997782855	0.432348041259294	0.799540852842926
"EXOSC10-AS1"	40.7350035760505	0.0400551725632093	0.386528368750383	0.103628027853957	0.917464544394067	0.979362075718027
"MTOR"	1556.22879794531	-0.281836988208926	0.275675257002625	-1.02235141185065	0.306614608296368	0.716664035893072
"MTOR-AS1"	21.6228399526796	-0.185684355651588	0.540560324772148	-0.343503485443287	0.731219719168458	0.925296161739189
"UBIAD1"	332.417971096609	0.0199450253413271	0.25754637396708	0.0774424622412914	0.938271562204439	0.984538402182118
"FBXO2"	21.5684176014841	2.76893399123131	0.83650604346569	3.31011833430332	0.000932565364997183	0.0401939478642555
"FBXO44"	185.586796789329	0.766263067904982	0.499692357392347	1.53346965701805	0.125160177332198	0.530217154856194
"FBXO6"	214.988432465633	1.33899720947381	0.641195600518059	2.08828196636401	0.0367724072142941	0.314679554419185
"MAD2L2"	266.203167516187	0.369145042020477	0.419959603503009	0.879001310938784	0.379400565040269	0.767884181283416
"DRAXIN"	184.57697619304	0.0594741957537973	1.41433002589758	0.0420511441210854	0.966457927033687	0.990401363915813
"AGTRAP"	653.408559535735	1.05149296815017	0.432173519747791	2.4330342330178	0.0149728852073365	0.201780525750026
"C1orf167"	131.410278152786	-0.505155566054755	0.409667604067263	-1.23308643651455	0.217543517299161	0.646878251518983
"MTHFR"	612.655689689411	-0.335817346685411	0.372627152720414	-0.90121544883064	0.367473778494767	0.760133737611524
"CLCN6"	604.543025799057	0.0395681270794458	0.283558255455999	0.139541439256688	0.889022312445479	0.972051429769681
"NPPA-AS1"	112.86280106181	-0.23354203085134	0.299373092146898	-0.780103613108771	0.435329889917842	0.800865784522127
"NPPA"	16.5053125783439	0.494542638406594	0.67718776180262	0.730288800686771	0.465213672399626	0.818980870996764
"KIAA2013"	905.658629068123	0.193079085141651	0.278414560354134	0.693494926759798	0.487999008495728	0.829501212814608
"PLOD1"	4162.96918143151	0.9160212540065	0.496603832303298	1.84457145599925	0.0650999024066311	0.408339750704559
"MFN2"	2998.4111024535	0.530225338874033	0.284278250952217	1.86516322334893	0.0621585287779149	0.401229353106859
"MIIP"	425.858211174731	0.710279706399258	0.257688871426954	2.75634606363123	0.00584511185604041	0.123888627559312
"TNFRSF8"	1146.06543465549	2.68901779153452	0.97852292966116	2.74803758810809	0.00599531355558001	0.12592868323425
"MIR7846"	29.8909998196547	0.521938844994482	0.618155894126756	0.844348246054992	0.398474833471701	0.779900266078431
"TNFRSF1B"	2063.19823026069	0.941498167556561	0.487195111188626	1.93248689474646	0.0532994380570267	0.372910270751402
"VPS13D"	4781.03649953446	-0.366187074713653	0.620584561592964	-0.590067973611356	0.555145079117271	0.859263472073117
"SNORA59A"	21.9418677904696	-0.447035935402289	0.97086346535904	-0.460451908381338	0.645191883163181	0.892511134582576
"LINC02766"	55.2336742437428	0.554230668872723	0.817902935276012	0.67762401254336	0.498010117041528	0.83460446772705
"DHRS3"	3976.24493008188	0.8645264322841	0.715443352690069	1.2083785935441	0.22690166991611	0.65556732316814
"AADACL4"	175.266489752461	1.44536473028495	1.29769996859336	1.11378960103671	0.265369459198878	0.687849439782832
"AADACL3"	264.42047152132	3.03386678357747	2.97128440387221	1.02106239968941	0.307224875919424	0.71699184725797
"CFAP107"	10.5425711403932	-0.867804352678692	1.33259672633908	-0.651213030563818	0.514908979938565	0.842671925658109
"PDPN"	1607.0742851987	1.2516964344819	0.593634389111827	2.10853086923526	0.0349850955033545	0.307636814822263
"PRDM2"	1612.88853522531	-0.0109244879367766	0.317583144214097	-0.0343988279472788	0.972559118082729	0.992306254976864
"KAZN"	537.851106793485	0.110491784001803	0.365365215055121	0.302414623639347	0.762336008273782	0.937437594853128
"TMEM51-AS1"	58.9575509108848	0.598666602586221	0.706180092384691	0.847753440010735	0.396575297947067	0.779191145406397
"TMEM51"	373.464349353613	1.51962581593069	0.660371174296441	2.30116921373756	0.0213820683222823	0.243130921705336
"FHAD1"	68.0801862546725	1.37467519646717	1.20706292915069	1.13885959320648	0.254761721231666	0.68001976094867
"EFHD2-AS1"	13.4352292847558	0.90718517511783	0.942156685215713	0.962881428697949	0.335607030373673	0.737337239492555
"EFHD2"	1511.36422151901	0.602105290495274	0.417212281088752	1.44316291199297	0.148974584464994	0.566709125957057
"CELA2B"	9.28550736235348	0.262418937486421	0.983597187793978	0.266795127866293	0.789626905732617	0.945978663591367
"CASP9"	283.98451408287	-0.39203238643861	0.274672260831384	-1.42727330838578	0.153501131111161	0.573069223396576
"DNAJC16"	595.878791287569	-0.525823980983758	0.339409931899527	-1.54922980020341	0.121326488190513	0.522653549652969
"AGMAT"	11.3901486331409	-1.00459953780072	0.565477851379467	-1.77654975407088	0.0756423489158174	0.436225674052827
"DDI2"	1908.84020584394	-0.392610382146436	0.267759535811013	-1.46627973848723	0.142572093006289	0.556909837651604
"RSC1A1"	284.80732624456	-0.566632686545486	0.427907680975111	-1.3241937729518	0.185438698410036	0.610189299161073
"PLEKHM2"	2004.77486486747	0.274297085042053	0.361454981282361	0.758869290081185	0.447930751205112	0.808760480568969
"SLC25A34"	109.213873406421	-0.539895008663968	0.424609774094804	-1.27150866890648	0.203547745407515	0.632001596360122
"FBLIM1"	1937.44164263104	0.290508964967255	0.535987231315459	0.542007249415749	0.587813511841432	0.871225434369998
"UQCRHL"	28.093384532841	0.302258597137396	0.52907645722715	0.57129474012416	0.567799866587674	0.863205694734472
"SPEN-AS1"	54.2105387893873	-0.303677882750167	0.287122259322027	-1.05766053620236	0.290210233046765	0.705786688810848
"SPEN"	2016.97237902162	-0.346494023193271	0.505560322307622	-0.685366330988367	0.493112784593178	0.831646351217748
"ZBTB17"	508.520500686338	0.303681951767535	0.234414257659864	1.29549266669683	0.19515032948806	0.62235911287635
"HSPB7"	201.200287642773	-0.31799171886791	0.794303482863505	-0.40034033052648	0.68890586670388	0.908126297819378
"CLCNKA"	20.0890116325275	-2.39386748251755	0.933027508304812	-2.56569871864431	0.0102968221585237	0.169691325749985
"EPHA2"	390.354563073453	0.817914008330319	0.666620322766455	1.22695630540635	0.219839014124445	0.648460734051508
"EPHA2-AS1"	25.9603973500004	0.354461961590938	0.741056876908265	0.47831950911754	0.632422812884351	0.886490199528924
"ARHGEF19"	235.447348325731	0.166513976032385	0.447081755455611	0.372446368031042	0.709560536320573	0.915554837587861
"ANO7L1"	45.5699949103994	1.46927937594541	0.822002449602812	1.78743916962213	0.0738665355857693	0.432071953316224
"CPLANE2"	75.8780481369235	0.382224055346356	0.435089303853783	0.878495637472178	0.379674804137233	0.768051292644042
"FBXO42"	734.496363981644	0.0715867184209873	0.255202058143727	0.280509957253834	0.779086287214028	0.943023023087928
"SZRD1"	2242.15702490695	0.0950892087611478	0.180456681404067	0.526936481494028	0.598237698725749	0.87551757285423
"SPATA21"	1057.8116594868	0.0734109393616877	0.236993933296975	0.309758728168358	0.756744439033921	0.935449609385297
"NECAP2"	1390.28536603089	0.481927537722837	0.264925278695501	1.819107410572	0.0688950447052411	0.419346294414057
"LINC01772"	28.0989246045556	0.131257837899997	0.395345881497935	0.332007601553027	0.739883519071327	0.928993400408735
"CROCCP3"	150.475100223264	-0.759658311749825	0.414630881617098	-1.83213153054854	0.0669318267691443	0.413416074303724
"NBPF1"	1382.96902276474	-0.849328721676901	0.341161949382531	-2.48951772967091	0.0127916538295159	0.188686497329075
NA	448.34464494063	-0.0885490583117544	0.514747529290773	-0.172024251255287	0.863418463450242	0.964820904843903
"CROCCP2"	194.572915259707	-0.521164009007961	0.493556836830304	-1.05593514286005	0.290997847071101	0.706446041461343
"MST1P2"	83.5966123580015	-0.51326262891896	0.363585911844001	-1.41166808778658	0.158047713947381	0.578235282888995
"LOC107985736"	7.06434157817691	-0.0670880209834093	0.977280391672291	-0.0686476691388543	0.945270073849787	0.985717540723511
"MST1L"	68.144009030006	-0.18670387298058	0.634124555553245	-0.294427760832711	0.768431056436214	0.939406010257512
"LOC105376805"	61.6279790119374	-0.321526873349499	0.72800047832026	-0.441657502878802	0.65873706629945	0.897501274436695
"CROCC"	484.051585685473	-0.760946790326152	0.369550388509311	-2.05911511389733	0.0394832123156863	0.324490517790822
